dish_id,actual_ingredients,predicted_ingredients,actual_cal,pred_cal,cal_error,actual_fat,pred_fat,fat_error,actual_carb,pred_carb,carb_error,actual_prot,pred_prot,prot_error
dish_1566838286,pineapple,,72,28,44,0.1,-0.4,0.5,18.8,9.3,9.5,0.7,-0.5,1.2
dish_1558630207,almonds,almonds,671,581,90,57.4,31.6,25.8,26.3,36.9,10.6,26,43,17
dish_1558113430,mixed greens,olive oil; salt,8,51,44,0.1,2.3,2.1,1.5,6.7,5.2,0.6,1.9,1.3
dish_1565123783,cheese pizza,olive oil; salt; cheese pizza,93,160,66,3.3,7.7,4.4,11.7,15.6,3.8,3.9,9,5.1
dish_1565638478,green beans; olive oil,olive oil; salt; vinegar; garlic,48,82,34,2.4,3.9,1.5,6.2,8.7,2.5,1.6,4,2.4
dish_1558549806,almonds; white rice; spinach (raw),almonds,782,533,249,58.7,28.8,29.9,48.1,33.2,15,28.7,40.3,11.5
dish_1561654374,blackberries; mixed greens; raspberries; scrambled eggs; brussels sprouts; olive oil; pepper; salt; vinaigrette; granola,olive oil; salt; garlic,326,351,25,22.1,19.3,2.8,13.1,19.1,6,19.4,27.8,8.3
dish_1561667238,caesar salad; salt; sugar; garlic; soy sauce; bok choy; white rice; pork; pepper,olive oil; salt; garlic,269,413,144,12.3,21.8,9.4,15.3,26,10.7,23.5,31.4,7.9
dish_1560203400,pepperoni pizza,,293,309,16,12.5,15.3,2.8,33.3,25.8,7.4,12.5,20.4,7.9
dish_1565030391,white rice; garlic; orange juice; onions; cucumbers; kale; green onions; lettuce; soy sauce; pepper; cherry tomatoes; beef; vinegar; olive oil; broccoli; lime; salt; chili; mixed greens,salt; olive oil; vinegar; garlic; mustard,609,295,314,37,16,21,12.1,18.2,6.1,52.6,22,30.6
dish_1558635489,corn on the cob,,79,113,34,1.8,3.5,1.7,16.3,20.3,4,2.3,2.6,0.4
dish_1560367926,onions; fish; garlic; salt; green onions; olive oil; pizza; country rice,salt; olive oil; garlic; onions; pepper,409,450,42,21,23.2,2.3,45,32.5,12.5,24.2,32.1,7.9
dish_1566414342,garlic; pepper; mushroom; oregano; cream; wheat berry; butter; basil; salt; shallots; white wine; chicken; quinoa; arugula; thyme; olive oil; rosemary; lemon juice; roasted potatoes,olive oil; salt; garlic; lemon juice; pepper,846,518,328,31.6,28.3,3.2,53.3,28.1,25.3,83.6,41.4,42.2
dish_1561654392,olive oil; bacon; raspberries; salt; mixed greens; granola; blackberries; vinaigrette; pepper; scrambled eggs; brussels sprouts,olive oil; salt; garlic; pepper; vinegar,494,423,71,35.1,23.6,11.5,13.6,21.1,7.5,30.9,34.5,3.6
dish_1558718649,cantaloupe,,26,24,2,0.2,-0.5,0.7,6.1,8.8,2.7,0.6,-0.7,1.3
dish_1562788506,corn on the cob,,115,58,56,2.6,1.8,0.8,23.8,10.3,13.5,3.3,1.4,1.9
dish_1559849020,grapes,,46,71,25,0.1,2.4,2.2,12.1,12.4,0.4,0.5,1.8,1.3
dish_1567007719,cantaloupe,,14,23,9,0.1,-0.2,0.3,3.4,7.5,4.2,0.3,-0.4,0.8
dish_1562172643,egg whites; roasted potatoes; bacon,olive oil; scrambled eggs; egg whites; bacon; sweet potato,734,460,274,42.6,25.4,17.1,17.6,23.8,6.1,62.9,37.3,25.6
dish_1568305225,bell peppers; garlic; salt; cucumbers; mustard; olive oil; vinegar; turkey bacon; radishes,olive oil; salt; vinegar; garlic,429,271,158,35.1,14.2,21,4.9,19.8,14.9,24.5,18.3,6.1
dish_1562009810,brown rice,,120,180,61,1,9.3,8.3,24.8,14.6,10.3,2.8,11.5,8.7
dish_1562168800,roasted potatoes; mixed greens; berries; raspberries; honeydew melons; vinaigrette; granola; blackberries,olive oil; salt,238,262,24,9.3,12.5,3.1,36.3,24,12.3,3.8,16.3,12.5
dish_1560801020,cauliflower; garlic; spinach (raw); parmesan cheese; wheat berry; chickpeas; pepper; chicken breast; cherry tomatoes; thyme; lemon juice; olive oil; parsley; kale; bulgur; salt,olive oil; salt; garlic; vinegar,346,312,35,5.9,16.6,10.7,61.7,19.5,42.2,17.1,23.5,6.4
dish_1558639412,cantaloupe,,33,30,3,0.2,-0.1,0.2,7.8,9.1,1.3,0.8,-0.3,1.1
dish_1566849862,olives,,77,36,41,7.2,1.6,5.6,4.2,4.5,0.2,0.5,1.6,1.1
dish_1561654346,olive oil; vinaigrette; pepper; mixed greens; granola; blackberries; salt; raspberries; brussels sprouts,salt; olive oil; vinegar; garlic; mustard,79,89,10,3.7,4.2,0.5,10.4,9.4,1,2.7,4.2,1.5
dish_1560801797,olive oil; squash; salt; cauliflower,,26,33,7,0.7,0.8,0.1,4.1,6.3,2.2,1.3,0.7,0.7
dish_1562776465,salt; pepper; sweet potato; olive oil; brussels sprouts,olive oil,173,168,6,4.4,6.7,2.3,31.5,21.8,9.7,3.6,7.5,3.9
dish_1565896662,chard; kale,olive oil; salt,19,80,61,0.3,3.7,3.4,3.6,9.1,5.5,1.5,3.6,2.2
dish_1558545738,apple,,74,105,31,0.3,3,2.7,19.9,19.5,0.4,0.4,2.2,1.8
dish_1565123845,olive oil; zucchini; onions; cheese pizza; spinach (cooked); shallots; millet; bok choy; salt; beef; chayote squash; vinegar,olive oil; salt; garlic,269,239,29,12.8,11.7,1.1,17.5,21.5,4,20,14.7,5.3
dish_1558546558,almonds,almonds,254,274,20,21.8,14.1,7.7,10,23.4,13.5,9.9,16.8,6.9
dish_1565898193,brown rice; jalapenos; green beans; salmon; vinaigrette; olives; cilantro; lime; garlic; lemon juice; bell peppers; olive oil; feta cheese; spinach (raw); ginger; cherry tomatoes; shallots; chili; salt; lettuce; onions; cucumbers,salt; olive oil; vinegar; garlic; mustard,292,271,21,14.6,14.8,0.1,12.8,16.3,3.5,26.6,20.5,6.1
dish_1566316726,egg whites; olive oil; sweet potato,egg whites; sweet potato; cauliflower; olive oil,410,249,161,4.1,12.7,8.6,25.4,17.1,8.2,57.5,18.5,39
dish_1567785654,berries; pineapple,,52,58,6,0.2,1.6,1.4,13,10.9,2.1,0.6,1.2,0.6
dish_1565711498,salt; pepper; brussels sprouts; scrambled eggs; olive oil,olive oil; salt,247,231,16,16,11.7,4.2,10.6,17.5,7,16.6,15.9,0.7
dish_1561578800,cheese pizza; salt; mustard; olive oil; blueberries; arugula; chard; vinegar; pepper; walnuts,salt; olive oil; garlic; vinegar; onions,338,357,18,14.5,18,3.5,38.6,27.1,11.5,13.3,24.8,11.5
dish_1561662869,basil; chicken; apple; chard; brown rice; lemon juice; rosemary; onions; salt; chive; millet; corn on the cob; vinegar; parsley; garlic; olive oil; carrot; mixed greens,olive oil; salt; garlic; pepper; lemon juice,284,242,42,9.2,12,2.7,10.3,20.3,10,38.8,15.9,22.9
dish_1559233627,bacon,,65,74,9,5,3.2,1.8,0.2,9.3,9.2,4.4,2.9,1.6
dish_1563551105,cream cheese; bagels,,194,175,20,5.8,8.3,2.5,29,16.5,12.5,6.7,10.5,3.7
dish_1560456326,thyme; zucchini; lemon juice; salt; garlic; rosemary; parsley; chicken; vinegar; arugula; pepper; wheat berry; olive oil; squash; basil; mustard; lettuce; mixed greens; pumpkin seeds; carrot; spinach (raw),salt; olive oil; garlic; lemon juice; pepper,207,220,13,7.5,11.2,3.7,3.8,18.3,14.5,29.7,13.6,16.2
dish_1563566965,salt; parsley; wild rice; blueberries; olive oil; arugula; chard; mustard; pecans; vinegar; mustard greens; chickpeas; garlic; pepper,salt; olive oil; vinegar; garlic; mustard,371,411,41,12.1,21.5,9.5,56.2,28.8,27.5,13.1,29.1,16
dish_1561574456,caesar salad; walnuts; cheese pizza; salt; mustard; vinegar; blueberries; arugula; chard; olive oil; pepper; cauliflower,salt; olive oil; garlic; onions; pepper,204,243,40,9.3,11.4,2.1,23,22.2,0.8,9,15.4,6.4
dish_1562776428,brussels sprouts; salt; pepper; olive oil,olive oil; salt,34,53,19,0.8,1.7,0.9,5.9,9,3.2,2.2,1.4,0.9
dish_1558110335,bacon,,38,51,14,2.9,2.1,0.8,0.1,7.2,7.1,2.6,1.7,0.9
dish_1562774206,mixed greens; raspberries; berries; scrambled eggs; roasted potatoes; vinaigrette; cantaloupe; blackberries; granola,olive oil; salt,299,321,22,16.5,16.2,0.3,26.3,24.7,1.6,12.1,22.4,10.2
dish_1559849537,grapes; pears; mandarin oranges; almonds,almonds,550,265,284,30.7,12.5,18.2,65.3,27.1,38.3,15.4,14.7,0.7
dish_1559233756,strawberries; bacon; sweet potato; pineapple,,190,192,2,5.2,8.2,3,30.4,23.1,7.4,6.1,9.2,3.1
dish_1559850338,almonds; orange; broccoli,almonds,307,262,46,23.4,12.9,10.5,19.1,23.8,4.7,11.7,15.8,4.1
dish_1562788568,garlic; pilaf; green onions; onions; country rice; olive oil; salt; corn on the cob; fish,salt; olive oil; garlic; vinegar; pepper,289,260,29,11.7,13.1,1.4,46.9,20.9,26,11.4,17.1,5.7
dish_1558031237,cantaloupe,cantaloupe,32,36,4,0.2,-0.1,0.3,7.4,10.8,3.4,0.7,-0.4,1.2
dish_1558720133,cauliflower,,14,11,3,0.2,0,0.2,2.8,3.2,0.3,1,0,1
dish_1558031394,cantaloupe; deprecated; potatoes; yam,cantaloupe,237,282,45,0.5,12.4,11.9,55.5,30.1,25.4,4.2,16.3,12.1
dish_1559157919,pepper; spinach (raw); arugula; blueberries; vinegar; chard; mustard; olive oil; walnuts; salt,olive oil,37,39,2,3.3,1.7,1.6,1.5,4.8,3.3,1,1.6,0.7
dish_1567785739,salt; bell peppers; garlic; cucumbers; olive oil; mustard; sweet potato; vinegar; berries; pineapple; radishes,,169,268,99,9.3,13.2,3.8,21.5,24.1,2.6,1.4,16.2,14.8
dish_1557937615,strawberries,,7,30,23,0.1,0.9,0.8,1.7,5.6,4,0.1,0.5,0.3
dish_1558641287,cherry tomatoes,,12,15,3,0.1,-0.4,0.5,2.5,5.6,3.1,0.6,-0.5,1.1
dish_1565896701,chard; olive oil; kale; salt; lime; garlic; cauliflower; steak; wheat berry,olive oil; salt; garlic; vinegar; pepper,294,273,21,18.2,14.6,3.6,8.3,18.6,10.3,25.7,19.2,6.5
dish_1560975601,broccoli; hominy; parsley; salt; chicken thighs; olive oil; chili; jalapenos; wheat berry; cabbage; garlic; tomatoes; lemon juice; caesar salad; lime; bell peppers,olive oil; salt; garlic; lemon juice; pepper,234,323,89,8.4,17.3,8.8,17.9,19.7,1.8,22.8,24.6,1.8
dish_1564689219,cherry tomatoes; spinach (raw); vinegar; almonds; olive oil; parsley; lemon juice; salt; carrot; mixed greens; chickpeas; garlic; pepper; arugula; lentils; blueberries; tofu; onions; mustard; cucumbers; pears; lettuce; lime,salt; olive oil; vinegar; garlic; onions,507,593,86,28.1,32.1,4.1,44.7,34,10.7,27.2,46.5,19.3
dish_1565020796,egg whites; bacon,,91,133,43,3.5,6.4,2.8,0.7,13.1,12.3,12.1,7.4,4.6
dish_1566414412,shallots; olive oil; garlic; lemon juice; basil; cream; wheat berry; mushroom; arugula; cherry tomatoes; quinoa; chicken; pepper; bell peppers; white wine; lettuce; feta cheese; roasted potatoes; onions; butter; thyme; rosemary; cucumbers; olives; oregano; vinaigrette; salt,salt; olive oil; garlic; lemon juice; onions,920,512,408,37.8,28.2,9.6,57.1,27.2,29.9,85.3,40.9,44.5
dish_1558639482,corn on the cob,,31,37,7,0.7,0.6,0.1,6.4,9.2,2.8,0.9,0,0.9
dish_1563909580,mustard greens; cucumbers; tomatoes; salt; mustard; garlic; fried rice; cheese pizza; vinegar; spinach (raw); green beans; olive oil,salt; olive oil; garlic; vinegar; onions,544,448,96,20.1,23.5,3.4,74.1,29.8,44.3,18.5,33.4,14.9
dish_1566838317,watermelon; pineapple,cantaloupe; watermelon; sweet potato,114,83,31,0.4,1.8,1.3,29.4,17,12.4,1.6,1.7,0.1
dish_1566920304,egg whites,egg whites; cauliflower; sweet potato,296,201,96,1.1,10.3,9.2,4,13.5,9.5,57,15,42
dish_1558114284,deprecated; grapes; cantaloupe,,162,148,14,0.6,4.4,3.8,22.6,25.9,3.3,21.3,4.3,17
dish_1567785709,radishes; berries; salt; garlic; olive oil; vinegar; cucumbers; mustard; pineapple; bell peppers,,131,117,14,8.4,5.1,3.3,14.6,14.4,0.3,1,5.1,4.1
dish_1558639818,cantaloupe,,20,33,13,0.1,-0.3,0.4,4.7,10.7,6,0.5,-0.6,1.1
dish_1558722207,apple,,83,94,11,0.3,2.4,2.1,22.4,18.5,3.9,0.5,1.6,1.1
dish_1558722171,cauliflower,,24,21,3,0.3,0.8,0.5,4.8,3.5,1.4,1.7,0.6,1.2
dish_1561405411,green beans; broccoli; salt; pears; chicken; lemon juice; vinegar; arugula; spinach (raw); parsley; olive oil; garlic; soy sauce; green onions; chickpeas; pepper; couscous; white rice; ginger,salt; olive oil; garlic; vinegar; lemon juice,332,465,133,8.5,25.6,17.1,25.7,25.2,0.5,37.2,36.8,0.4
dish_1559841979,broccoli; mandarin oranges,,39,81,42,0.3,2.4,2.1,9.1,14.8,5.7,1.2,1.9,0.7
dish_1566328745,chicken; cherry tomatoes,,282,302,20,6.1,16,9.9,1.4,20.2,18.8,52.1,21.9,30.2
dish_1558376801,mixed greens,,4,28,24,0.1,1.2,1.1,0.8,3.9,3.1,0.3,1,0.7
dish_1558376483,cantaloupe; almonds; grapes; sausage,almonds; grapes; sausage,735,620,115,55.4,34.1,21.4,32.2,36.6,4.3,33.3,47.5,14.2
dish_1561662842,apple; vinegar; parsley; onions; carrot; salt; chive; chicken; millet; garlic; chard; brown rice; lemon juice; rosemary; olive oil; basil; mixed greens,olive oil; salt; garlic; pepper; lemon juice,263,234,29,8.8,12,3.3,5.9,17.5,11.7,38.2,16.2,22
dish_1562963289,caesar salad; cheese pizza,salt; olive oil; garlic; pepper; lemon juice,350,295,55,12.7,14.9,2.2,43.4,22.8,20.5,15.5,20.1,4.6
dish_1561147967,chard; vinegar; mustard; olive oil; carrot; salt; raspberries; cheese pizza; blueberries; arugula; almonds,salt; olive oil; garlic; vinegar; onions,178,153,25,8.4,6.7,1.7,19.3,17,2.3,6.5,7.6,1.1
dish_1563897087,broccoli; egg whites,,102,180,77,0.7,8.8,8.1,8.2,17.7,9.5,15.2,9.6,5.6
dish_1559157777,spinach (raw),,3,13,10,0,0.5,0.5,0.4,1.8,1.4,0.3,0.5,0.1
dish_1565020822,olive oil; egg whites; sweet potato; bacon,olive oil,181,209,28,5.8,10.2,4.4,17.3,18.5,1.3,13,12.8,0.1
dish_1561662160,lemon juice; olive oil; onions; mixed greens; salt; apple; millet; parsley; vinegar,olive oil; salt; vinegar; garlic,42,64,22,3.4,2.8,0.5,2.8,7.7,4.9,0.6,2.7,2.1
dish_1566589967,onions; olive oil; garlic; bell peppers; salt; tomatoes; pepper; millet; chicken; spinach (raw); jalapenos; tofu,salt; olive oil; garlic; lemon juice; pepper,382,427,46,16.1,23.4,7.2,13.4,23.7,10.3,46.9,33.6,13.3
dish_1565118700,chard; kale,olive oil; salt; vinegar,17,35,18,0.2,1.5,1.3,3.1,4.3,1.2,1.2,1.5,0.2
dish_1560800988,pepper; cauliflower; chickpeas; salt; bulgur; olive oil; kale; lemon juice; parsley,olive oil; salt; garlic; vinegar; pepper,315,332,18,5.1,17.6,12.5,61.2,20.9,40.4,11.7,25.2,13.4
dish_1563294987,bacon,olive oil; salt,97,187,90,7.6,9.3,1.7,0.3,17.9,17.7,6.7,10.1,3.5
dish_1565117463,caesar salad; cheese pizza,salt; cheese pizza; olive oil; garlic; pepper,435,441,5,15.9,22.2,6.2,53.6,32.9,20.7,19.7,31.6,12
dish_1567007783,cantaloupe; berries; raspberries,,50,82,32,0.4,2.4,2,11.9,15.2,3.2,0.9,1.8,0.9
dish_1560456348,parsley; pumpkin seeds; garlic; olive oil; thyme; zucchini; spinach (raw); vinegar; pepper; salt; mixed greens; carrot; green beans; lemon juice; mustard; arugula; rosemary; wheat berry; squash; chicken; basil; lettuce,salt; olive oil; garlic; vinegar; pepper,210,210,0,7.5,10.7,3.2,4.6,17.5,12.9,29.9,13,17
dish_1566849987,olives; carrot; chicken; cherry tomatoes; onions,egg whites,563,571,8,16.6,32,15.3,20.5,26.1,5.6,80.7,48.4,32.4
dish_1563218408,pepperoni pizza,,245,238,7,10.4,11.9,1.4,27.8,19.9,7.9,10.4,15.4,4.9
dish_1565898128,shallots; garlic; salmon; cilantro; onions; lime; olive oil; ginger; jalapenos; brown rice; spinach (raw); salt; lemon juice; chili,olive oil; salt,209,257,48,8.7,13.3,4.6,6.2,19,12.9,24.3,17.7,6.6
dish_1558031351,deprecated,,12,18,6,0,-0.2,0.2,3.1,6.1,3,0.2,-0.4,0.6
dish_1565123816,vinegar; millet; bok choy; beef; cheese pizza; salt; spinach (cooked); shallots; onions; olive oil,olive oil; salt; garlic; cheese pizza,251,249,2,12.4,13,0.7,14,18.5,4.6,19.2,17,2.3
dish_1563996441,blueberries; arugula; pepper; chard; vinegar; walnuts; salt; mustard; olive oil,salt; olive oil; vinegar; mustard; arugula,80,97,17,7.6,4.7,2.9,2.6,9.4,6.8,1.6,5.1,3.6
dish_1564773942,garlic; salmon; cherry tomatoes; chicken breast; mayonnaise; chive; broccoli; shallots; pineapple; pepper; pickles; arugula; lentils; olive oil; kale; parsley; lemon juice; salt,olive oil; salt,492,346,146,19.9,18.2,1.7,25.1,22.7,2.4,52.5,25.9,26.6
dish_1558376768,deprecated,,74,68,6,0.3,2.1,1.8,0.4,12,11.6,20,1.5,18.5
dish_1560444967,garlic; cucumbers; olive oil; mustard; honeydew melons; salt; bell peppers; yam; scrambled eggs; pineapple; radishes; watermelon; vinegar,olive oil; salt,197,187,10,10.1,8.2,1.8,23.8,20.8,3.1,4.9,9.9,5
dish_1559844323,grapes; almonds,almonds,518,336,183,39.8,17.7,22,32.7,24.4,8.3,18.5,23.3,4.8
dish_1561741090,cottage cheese; cantaloupe,,162,102,59,6,3.3,2.6,11.5,17.5,6.1,15.5,2.7,12.8
dish_1561393715,broccoli,olive oil; salt,17,53,36,0.2,2.4,2.2,3.4,6.3,2.9,1.2,2.3,1.2
dish_1566587182,pepper; millet; avocado; spinach (raw); vinegar; olive oil; onions; bell peppers; salt; garlic; cherry tomatoes; chicken; jalapenos; mustard; celery root; mixed greens; tomatoes,olive oil; salt; garlic; vinegar; pepper,531,397,135,37.4,21.3,16.1,22.5,24.2,1.7,31.4,30.2,1.2
dish_1563389548,grilled chicken,,439,204,235,28.9,10.6,18.3,0.2,14.2,14,43.8,14.4,29.5
dish_1558639526,carrot,,32,31,1,0.2,0.1,0,7.8,8.9,1.1,0.7,-0.3,1
dish_1561663606,garlic; carrot; parsley; olive oil; basil; rosemary; lemon juice; brown rice; chard; salt; corn on the cob; chicken; chive,olive oil; salt; garlic; lemon juice; pepper,475,438,36,10.8,23,12.2,40.1,28.8,11.3,52.7,32.9,19.8
dish_1557936645,strawberries,,12,23,11,0.1,-0.3,0.4,2.9,7.7,4.8,0.3,-0.5,0.7
dish_1559844272,almonds,almonds,462,335,127,39.6,17.6,22,18.2,25.8,7.6,17.9,22.1,4.2
dish_1563305513,cheese pizza,cheese pizza; olive oil; salt; garlic,606,366,240,21.4,18.1,3.3,76.4,29.5,46.9,25.5,25.2,0.4
dish_1567007814,pineapple; berries; raspberries; cantaloupe,,73,116,43,0.4,3.4,3,17.9,20.7,2.8,1.1,3,1.9
dish_1565118782,shallots; salt; kale; olive oil; onions; chard; vinegar; beef; apple; mixed greens; spinach (cooked); lemon juice; parsley; bok choy; millet,olive oil; salt; garlic; vinegar; pepper,558,436,122,34.1,24.3,9.8,17,22.5,5.5,43.7,34.9,8.8
dish_1559578599,bacon; strawberries; sweet potato,,230,220,10,9.8,10.6,0.8,25.4,19.4,6,10,13.9,3.9
dish_1558718906,corn on the cob; cantaloupe; cauliflower; almonds,almonds,283,253,30,14.2,11.3,3,36.9,27.7,9.2,9.8,13.7,3.9
dish_1564428102,salt; garlic; olive oil; mustard; pecans; chard; arugula; vinegar; blueberries,olive oil; salt; vinegar; mustard,133,71,63,12.7,3.3,9.4,4.4,7.9,3.5,2.4,3.2,0.8
dish_1560526490,parsley; cucumbers; blueberries; mustard greens; almonds; olive oil; mustard; spinach (raw); pineapple; salt; carrot; tomatoes; garlic; berries; vinegar,salt; olive oil; garlic; vinegar; pepper,142,175,33,8.3,8,0.4,16.9,18.7,1.9,2.3,8.9,6.6
dish_1561147944,olive oil; mustard; carrot; salt; raspberries; almonds; arugula; vinegar; chard; blueberries,olive oil; salt; vinegar; garlic; mustard,42,38,4,3.6,1.7,2,2.3,4.7,2.4,0.8,1.6,0.8
dish_1561393741,broccoli; scrambled eggs,olive oil; salt,189,101,88,13,4.5,8.4,5.3,11.3,6,12.8,5,7.7
dish_1562703345,pizza,olive oil,154,135,20,5.6,5.5,0.1,19.1,17.9,1.2,6.4,5.5,0.9
dish_1559239369,berries; spinach (raw); orange,,131,184,53,0.6,6.2,5.5,31.9,28.9,3,3.1,6.4,3.4
dish_1560456370,green beans; garlic; zucchini; lemon juice; pumpkin seeds; salt; thyme; carrot; chicken; rosemary; basil; vinegar; spinach (raw); white rice; olive oil; squash; parsley; mustard; lettuce; mixed greens; pepper; wheat berry; arugula,salt; olive oil; garlic; vinegar; pepper,258,245,14,7.6,12.7,5.1,14.9,18.4,3.5,30.9,16.2,14.7
dish_1566851704,quinoa; cabbage; pork; lemon juice; thyme; broccoli; cheese pizza; pepper; wheat berry; mayonnaise; jalapenos; arugula; parsley; olive oil; carrot; salt; garlic; caesar salad; shallots,salt; olive oil; garlic; lemon juice; onions,461,535,74,19,28.9,9.9,46.8,30.3,16.5,26.7,42.6,15.9
dish_1558110297,berries,,29,24,5,0.2,0.5,0.3,7.1,5.4,1.8,0.4,0.2,0.2
dish_1559239256,orange,,60,85,25,0.1,1.7,1.6,15.4,18.5,3.1,1.2,1,0.2
dish_1562168673,mixed greens; blackberries; raspberries; honeydew melons; vinaigrette; granola,olive oil; salt; garlic; pepper,56,89,32,2.3,4.3,2,8.6,8.8,0.1,1.2,4.7,3.5
dish_1563565415,lemon juice; parsley; cherry tomatoes; eggs; corn on the cob; mushroom; thyme; kale; carrot; garlic; bok choy; fish; shallots; ground turkey; cream; onions; celery; olive oil; wheat berry; chive; chard; salt; white rice,olive oil; salt; garlic; pepper; onions,303,180,123,18.2,8.5,9.7,25,17.4,7.6,21.4,10.4,11
dish_1559844458,grapes,,56,54,2,0.2,1.9,1.7,14.6,9.2,5.4,0.6,1.3,0.7
dish_1564588820,egg whites,cauliflower,81,84,3,0.3,3.4,3.1,1.1,10.5,9.4,15.6,3.8,11.8
dish_1563984199,egg whites; cantaloupe; pineapple,egg whites; sweet potato; cauliflower,323,284,38,1.3,14.5,13.2,22.2,19.2,3,48.6,21.6,27
dish_1559849097,almonds; pears; grapes,,496,296,200,29,13.3,15.7,55.6,32.8,22.9,14.3,15.7,1.4
dish_1563898107,raspberries; greek yogurt; blueberries; bacon; pineapple; milk; chia seeds; scrambled eggs,,441,339,102,23.1,16.9,6.2,34.8,27,7.8,25.5,23.1,2.3
dish_1563984296,egg whites; olive oil; salsa; cantaloupe; sweet potato; pineapple,egg whites; sweet potato; berries; watermelon; scrambled eggs,436,482,46,3.5,25.3,21.8,44.6,29.5,15.1,51.2,37.7,13.5
dish_1562099157,cheese pizza; carrot; garlic; olive oil; quinoa; shallots; cherry tomatoes; vinegar; squash; chicken thighs; eggplant; pepper; lettuce; lime; mixed greens; green beans; onions; lemon juice; cucumbers; mushroom; wine; salt; spinach (cooked),olive oil; salt; garlic; vinegar; pepper,278,264,13,14.1,13.3,0.8,19.9,22,2.1,18.1,17,1.1
dish_1560800918,parsley; pepper; chickpeas; bulgur; salt; lemon juice; kale; olive oil,salt; olive oil; vinegar; mustard; garlic,71,105,35,3.9,5,1.1,7.7,10.9,3.1,2,5.3,3.3
dish_1565711453,scrambled eggs,,198,146,52,14.7,7.2,7.6,2.1,13,10.8,13.4,8.9,4.5
dish_1561739160,berries,olive oil; salt,35,42,7,0.2,1.7,1.5,8.5,5.9,2.7,0.4,1.5,1.1
dish_1558372948,almonds,almonds,688,463,225,58.9,25.2,33.7,27,29.1,2.1,26.7,34.4,7.7
dish_1561405332,broccoli,olive oil; salt,19,47,29,0.2,1.9,1.7,3.7,6.3,2.5,1.3,1.8,0.6
dish_1563221025,salt; white rice; parmesan cheese; pork; spinach (raw); arugula; parsley; garlic; chicken breast; cherry tomatoes; wheat berry; onions; rosemary; zucchini; thyme; olive oil,olive oil; salt; garlic,245,262,16,13,14,1,4.4,17.7,13.4,25.9,18.6,7.3
dish_1565638550,salt; pork; wheat berry; arugula; parsley; olive oil; chicken breast; white rice; green beans; onions; spinach (raw); zucchini; rosemary; parmesan cheese; garlic; thyme; cherry tomatoes,salt; olive oil; garlic; vinegar; pepper,278,315,37,12.7,16.5,3.8,10.1,21.6,11.6,30.1,22.6,7.5
dish_1560445004,bell peppers; olive oil; mustard; cucumbers; vinegar; watermelon; scrambled eggs; bok choy; bacon; salt; garlic; honeydew melons; pineapple; yam; radishes,olive oil; salt; garlic,340,301,39,21,15.2,5.8,24.4,22.6,1.8,14.7,21.2,6.5
dish_1566850142,cabbage; lime; garlic; lettuce; carrot; olive oil; parsley; vinegar; jalapenos; cherry tomatoes; salt; mixed greens; lemon juice; cucumbers; onions; mayonnaise; wheat berry; pork; pepper,salt; olive oil; garlic; vinegar; pepper,465,360,105,31.8,19.7,12.1,9.1,20.5,11.5,35.2,27.8,7.4
dish_1557937758,blackberries; strawberries; yam; raspberries; eggs,,107,149,42,2.3,5.7,3.5,18.9,20.5,1.5,3.5,6.2,2.7
dish_1563295016,bacon; pineapple,,128,187,59,7.6,8.4,0.7,8.2,21.7,13.5,7,8.9,1.9
dish_1558110478,eggs; berries; bacon; yam,,205,259,54,6.8,12.1,5.2,27.9,26,2,8.3,15.1,6.8
dish_1558376938,grapes,,51,49,2,0.1,1.5,1.4,13.3,9.1,4.2,0.5,1,0.5
dish_1566849955,olives; onions; cherry tomatoes; carrot,,147,101,47,7.6,4.8,2.8,20.5,10.6,10,2.6,5,2.4
dish_1558373008,sausage,,252,220,31,19.9,11.1,8.8,3.1,20.9,17.8,14.1,12.1,2
dish_1566838351,berries; watermelon; pineapple,berries; sweet potato; watermelon,190,187,3,0.8,7.1,6.3,48,25.2,22.9,2.5,8.5,6
dish_1563566909,wild rice,olive oil; salt; garlic; pepper; vinegar,223,272,50,0.7,13.4,12.7,46.8,23.3,23.4,9.4,17.1,7.7
dish_1557937157,strawberries; broccoli; raspberries; eggs; bacon,olive oil; salt; garlic; pepper; onions,355,433,78,22.1,23.4,1.2,14.7,25.2,10.5,24.3,33.9,9.6
dish_1558030289,honeydew melons,,39,27,11,0.1,0,0.1,9.6,8,1.6,0.5,-0.3,0.9
dish_1559233445,pineapple,,24,28,4,0,0.5,0.4,6.4,6.7,0.3,0.2,0.1,0.1
dish_1563898084,bacon; milk; greek yogurt; blueberries; scrambled eggs; pineapple; chia seeds,,419,300,119,22.8,14.7,8.1,30,25.5,4.5,25,19.8,5.1
dish_1557937427,eggs,,26,77,51,1.8,3.4,1.6,0.2,9.5,9.3,2.1,3.2,1
dish_1565034661,lime; walnuts; mustard; olive oil; cucumbers; arugula; pepper; cherry tomatoes; lettuce; salt; mixed greens; onions; blueberries; vinegar; chard; cheese pizza,olive oil; salt; garlic,220,217,2,15.1,10.1,5.1,16.3,22.9,6.5,6.1,11.6,5.4
dish_1557862696,cauliflower,,19,43,24,0.2,1.9,1.6,3.8,5.5,1.6,1.4,1.7,0.3
dish_1559841950,broccoli,,11,55,44,0.1,2.2,2.1,2.2,7.7,5.4,0.8,1.9,1.2
